,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
79,0.2840393543243408,0.039791198995580916,0.0019945621490478514,1.784161275279017e-07,0.001,"(50,)",4,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 4}",0.9084305104186575,0.879826512124825,0.8884438485429661,0.8776048807238843,0.8466777313569526,0.8802011743987078,0.01997847703736557,114,0.8693369666122314,0.8864543226464965,0.8784895209634846,0.8828139729052755,0.8955744378349011,0.8825338441924778,0.008672022073306246
80,0.49766907691955564,0.06920885252702765,0.002193737030029297,0.0003992082397161666,0.001,"(50,)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 5}",0.9287054409005626,0.9034599142087605,0.9017016798795969,0.8911209593105713,0.8613730236928494,0.8972777155864323,0.021784310946219004,72,0.8883058331325876,0.905131335828682,0.8895917646529198,0.894696745023592,0.9006761960615284,0.8956803749398619,0.006429641674422783
81,0.2988010883331299,0.0688598390222821,0.0019942760467529298,3.8738433859996607e-07,0.001,"(50,)",6,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 6}",0.9205390224907366,0.8752443518666901,0.8933532824195531,0.894001324099134,0.8375196458537013,0.8841366281413662,0.027421881331232946,106,0.8875815564929541,0.8831898084778472,0.8874212597173925,0.8817062357287595,0.8889769995463487,0.8857751719926604,0.0028094368214070043
82,0.56050124168396,0.12627176879145338,0.0019942760467529298,4.90933901833868e-07,0.001,"(50,)",7,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 7}",0.9262123598410941,0.9188026131361747,0.906267231629586,0.8935691918984058,0.8799037983010933,0.9049555388188645,0.016749055992037035,36,0.8949113252335323,0.9160210552743577,0.9154799642135467,0.9063759892489169,0.907616041154238,0.9080808750249185,0.007672714395299793
83,0.3973371982574463,0.07889546639183954,0.001994800567626953,3.1629798797182086e-07,0.001,"(50,)",8,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 8}",0.9311869720863845,0.8934183624203922,0.9038825312222413,0.8986430718115566,0.8466777313569526,0.8947674415624919,0.027346268259323393,82,0.8985987020525791,0.898093631727046,0.9081536997772157,0.9145712527243701,0.8988703721512246,0.903657531686487,0.006614990110838351
84,0.2954102039337158,0.07546384800559697,0.001197052001953125,0.00039913655395512355,0.001,"(25,)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'pca__n_components': 2}",0.90819212396321,0.8991863963159453,0.8878935776063414,0.895357044058699,0.8370947086688161,0.8855494744915259,0.025091561761290317,97,0.8717678635299762,0.904974360710946,0.8758570630307548,0.8889758370595656,0.8937403374448685,0.8870630923552222,0.012071262124893239
85,0.24634079933166503,0.02186885905770401,0.0015961170196533204,0.000488538892953226,0.001,"(25,)",3,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'pca__n_components': 3}",0.90019484736956,0.8998039836646176,0.8857537800650762,0.8982110844749355,0.8727162114977213,0.891338071591119,0.010726265781934387,89,0.8696007608071626,0.9007418641126298,0.8790446499187293,0.8983561499022141,0.9063167816049043,0.8908120412691278,0.01403069383658964
86,0.2204103946685791,0.07381299083655563,0.0017954349517822266,0.0007461999931174934,0.001,"(25,)",4,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'pca__n_components': 4}",0.8967045673540177,0.8811178398752681,0.9014853119155039,0.8782511294878065,0.8385838786968115,0.8792314861857238,0.02216729771124312,119,0.8874977414576779,0.8812856246559331,0.8869658984976773,0.8827302520528303,0.8926910537709576,0.8862341140870151,0.004014696238615816
87,0.3337075233459473,0.08430040117392787,0.0015957355499267578,0.0004886165972346223,0.001,"(25,)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'pca__n_components': 5}",0.8900498116875223,0.8881061357069054,0.8990754748697277,0.8906892868097365,0.8062354235775544,0.8748347156809512,0.034500156880838725,126,0.8611131919180682,0.8946813501260596,0.875484521039301,0.9036160722756701,0.8541267621407866,0.8778043794999771,0.018950897981049295
88,0.24135417938232423,0.050563646904839776,0.001994895935058594,4.862803948967728e-07,0.001,"(25,)",6,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'pca__n_components': 6}",0.9079965606190882,0.9034599142087606,0.893785205766358,0.9001892815775364,0.860729946044633,0.8932353550540764,0.016897157224610066,84,0.8798505322416109,0.8979314113192848,0.8841652411036394,0.9063167816049043,0.9064301287220375,0.8949388189982953,0.011083232551455068
89,0.20465312004089356,0.004107294289007046,0.0019945621490478514,5.309833872633e-07,0.001,"(25,)",7,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'pca__n_components': 7}",0.9264301333145232,0.8980328053661031,0.893785205766358,0.9043153853231746,0.8986430718115566,0.9042443670206093,0.011591486530767059,41,0.8821268620312728,0.9090190564538612,0.9018719919952058,0.9031270372335317,0.9071859290011433,0.9006661753430031,0.00962801935735952
90,0.32253689765930177,0.02190178890586691,0.0013962745666503905,0.0004887333747384832,0.001,"(25,)",8,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'pca__n_components': 8}",0.9237076480844444,0.8862928348909678,0.8992918324819719,0.8964366804133284,0.8805498466888769,0.8972591162789616,0.014860243844453514,74,0.8938558088048257,0.8942883527453048,0.9023091045939303,0.8975002879398952,0.9032352550740897,0.8982377618316091,0.003921580875050862
91,0.4142922878265381,0.13208918113178575,0.001795196533203125,0.00039894593308417833,0.001,"(25, 25)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 2}",0.8938512420635875,0.8760398768309509,0.8869357296479353,0.8859695117476467,0.8460380321638055,0.877769308385859,0.016850090101969643,124,0.8621970192625644,0.8806721439637034,0.8707040033702251,0.8749871438340819,0.8928477066680333,0.8762816034197216,0.010245715025444642
92,0.5363653659820556,0.18032709556967705,0.0019949913024902345,3.8738433859996607e-07,0.001,"(25, 25)",3,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 3}",0.8824134384641751,0.8881061357069056,0.9038825312222413,0.8988592213379508,0.860515800155146,0.8867548400273877,0.015157674325593418,94,0.843696779378538,0.8936401295004044,0.8917188762627131,0.8987164447684015,0.9068069517406651,0.8869158363301445,0.022230983004839732
93,0.5038527011871338,0.1217356599120194,0.0019943714141845703,2.132480599880018e-07,0.001,"(25, 25)",4,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 4}",0.9234900593611606,0.9053995537147979,0.9064836111209595,0.8929217763266151,0.866337859567434,0.8989310100734602,0.018976417399100214,66,0.8837039689037713,0.9079939603459506,0.9010602335074729,0.9084200252802178,0.9076701873071725,0.901769675068917,0.00943035499216371
94,0.7099009037017823,0.10056062630882179,0.001994419097900391,2.7804145311571603e-07,0.001,"(25, 25)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 5}",0.933875035023816,0.9181535033920983,0.9232669844284448,0.9012690477637162,0.8909050707703133,0.9134975538973741,0.015442620358608666,13,0.9069681438426567,0.915112259888787,0.9194885267739439,0.9207510675003644,0.9162650198389723,0.9157170035689448,0.004832696353230532
95,0.6534519195556641,0.32468760864717844,0.0021943569183349608,0.0003987790722033037,0.001,"(25, 25)",6,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 6}",0.9358977344168392,0.920452456525204,0.8988592213379512,0.8933532824195531,0.8744320218412706,0.9046052053687825,0.021451022561064976,40,0.9101399431524247,0.9232896036871823,0.8985459381515039,0.9085823477509526,0.90605128817506,0.9093218241834247,0.008039043896660429
96,0.4472034931182861,0.028536071811564454,0.001994752883911133,3.2340669551493016e-07,0.001,"(25, 25)",7,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 7}",0.9311869720863845,0.9130877557528331,0.9060509554140145,0.8906892868097365,0.8962205448976795,0.9074513431255068,0.0141734228808661,23,0.8954109052413911,0.9100379489141202,0.9117966596683418,0.9107839711163825,0.9108381427612889,0.9077735255403049,0.006206484727458026
97,0.4284543991088867,0.05409455052677376,0.0019945144653320313,3.2340669551493016e-07,0.001,"(25, 25)",8,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 8}",0.9262123598410941,0.912871775885476,0.909288962548887,0.8933532824195531,0.8746469726326653,0.903279098545769,0.01773399480921847,48,0.8845409122953212,0.9155331405017407,0.90874472824175,0.9050246011629636,0.9039407281238675,0.9035568220651286,0.010336857912421912
98,0.7356324672698975,0.10404015371783573,0.005784082412719727,0.00039889824938326134,0.001,"(100, 25, 100)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'pca__n_components': 2}",0.9111870196413318,0.8787532934792314,0.8846766956420171,0.8643991471030276,0.8148426772288732,0.8707788557019823,0.03180954357192297,135,0.8799729358060109,0.8825975090773968,0.8690067629966884,0.8551377724579393,0.8626276808635602,0.8698685322403191,0.010337249937899156
99,1.0284497737884521,0.20706603578705848,0.0059836387634277345,0.0006303740593568889,0.001,"(100, 25, 100)",3,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'pca__n_components': 3}",0.9290132822895024,0.8954085743163942,0.9112158450675023,0.9040989064634809,0.8844615930195784,0.9048427465705479,0.015033368310234562,38,0.9038333894761771,0.8960180043300163,0.9054566067006767,0.908631758700811,0.9177730297479069,0.9063425577911175,0.007065031763529165
100,0.7013242244720459,0.024683576932035625,0.006183099746704101,0.00039901736247607795,0.001,"(100, 25, 100)",4,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'pca__n_components': 4}",0.9255596532850998,0.9075428857131659,0.9112158450675023,0.8906892868097365,0.8699807907640197,0.9010021359035194,0.019073093814027022,61,0.8953569263364272,0.9085858178992701,0.904483760475781,0.9068610719622835,0.9039407281238675,0.9038456609595258,0.004561504479636792
101,0.790486192703247,0.13435661989934958,0.0059834480285644535,1.9073486328124998e-07,0.001,"(100, 25, 100)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'pca__n_components': 5}",0.9239253393665156,0.913303837843401,0.9234836173914481,0.8957885863840204,0.8767446936914975,0.9066525041173505,0.01810106492155872,28,0.8859429584354731,0.9095017951688918,0.9200117170731271,0.9153039375120338,0.9155205739783779,0.9092561964335808,0.012124901707631877
102,0.9356973171234131,0.29931241810159537,0.006182718276977539,0.00039873154532295453,0.001,"(100, 25, 100)",6,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'pca__n_components': 6}",0.9334391336818518,0.9177212728549192,0.9282644493273051,0.9010528873495387,0.8748620291274245,0.9110720569328322,0.021220293215916404,17,0.9101940553139383,0.9172248297170073,0.9252293962719823,0.9214143276632584,0.9057277395086486,0.915958069694967,0.007144458635522448
103,1.0013225555419922,0.15782721194745283,0.006385946273803711,0.0008051873665348314,0.001,"(100, 25, 100)",7,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'pca__n_components': 7}",0.938127090301003,0.9432429955329222,0.9284812437406057,0.9086395109475407,0.9109994659698366,0.9259013980634071,0.013977838772813101,3,0.9155739317646518,0.9341926696512802,0.9227792557785989,0.9295298372134221,0.9288014417758595,0.9261754272367625,0.0064241712524283215
104,1.047199535369873,0.38041457554671576,0.005983400344848633,7.599533772711385e-07,0.001,"(100, 25, 100)",8,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'pca__n_components': 8}",0.9464975179260893,0.9274954484447684,0.9234836173914481,0.9064836111209595,0.8824045049852447,0.9172784214283937,0.021584860514729742,9,0.9239545881390497,0.927236206851116,0.9283977349865522,0.9220649116161369,0.9148837494575254,0.923307438210076,0.0047805345281566065
105,0.5764578342437744,0.2093778258538477,0.0027925968170166016,0.0003989935882917003,0.0001,"(50, 50)",2,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 2}",0.9038934964984819,0.8783247387705272,0.8851072149196689,0.8618022762387675,0.8406576332589845,0.8739621996923909,0.02143061534968872,130,0.8749992721359466,0.88537741582594,0.8697521134833064,0.8488679429985869,0.8892350258586484,0.8736463540604857,0.014223850746686176
106,0.6704070091247558,0.3522959727079736,0.002792549133300781,0.0003989696930112163,0.0001,"(50, 50)",3,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 3}",0.8758908822806581,0.907542885713166,0.9116489117734362,0.8884438485429661,0.8288669513801322,0.8824796448973997,0.029770927337095673,109,0.8492934021624506,0.9070225867082051,0.9017722348503305,0.8800811936521321,0.8844623702788916,0.8845263575304021,0.020320557728504156
107,0.7250608444213867,0.1721577615054781,0.0027921199798583984,0.0003987565667790165,0.0001,"(50, 50)",4,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 4}",0.9280524958987576,0.9051838779035825,0.909288962548887,0.8960045135796875,0.8826197847528681,0.9042338061743754,0.015025693557887607,44,0.89342392606208,0.9083188505099496,0.9037242649770476,0.9089613258700238,0.9165360529597897,0.9061928840757784,0.007593490828607588
108,0.7641556739807129,0.2279981370673159,0.002792549133300781,0.0003989698354867218,0.0001,"(50, 50)",5,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 5}",0.9214088299907869,0.8932027424916233,0.9207507338845736,0.8933532824195531,0.8986430718115566,0.905473297030707,0.012895876975111544,32,0.890581904939164,0.8991393799052788,0.9184767659563637,0.9170087687608783,0.9249297770979896,0.9100273193319349,0.012952902359873827
109,0.6480666637420655,0.1384214513551132,0.002792549133300781,0.0003989697215063215,0.0001,"(50, 50)",6,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 6}",0.9049749934193205,0.9202363036007113,0.9017016798795969,0.9010528873495387,0.8585476897045726,0.8973057661992783,0.020590916227819632,71,0.8763293742980184,0.9141487712893678,0.9019302349104584,0.9191632894155829,0.9008385070122926,0.902482035385144,0.01484145756926336
110,0.5469378471374512,0.06785350539289885,0.0031907081604003905,0.000977195528986601,0.0001,"(50, 50)",7,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 7}",0.9327860441251922,0.9114016021731114,0.9234836173914481,0.8911209593105713,0.8552801761806569,0.9028199500030953,0.02755116134084376,50,0.9079903968388003,0.9083730214759852,0.9204799652681018,0.8993649317672059,0.9011143052746576,0.90746452412495,0.007435486446858671
111,0.6374953746795654,0.11171045468854016,0.002792835235595703,0.00039863606389054407,0.0001,"(50, 50)",8,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 8}",0.9262123598410941,0.9111853102261346,0.9133471924870988,0.9064836111209595,0.9014853119155039,0.9117450225841985,0.008309184502141582,15,0.8929218940388683,0.90772622093298,0.9194885267739439,0.9226393561353669,0.922119168417846,0.9129790332598009,0.011394018480297956
112,0.3588398456573486,0.10686343517801335,0.0019949913024902345,2.4314019744838644e-07,0.0001,"(50,)",2,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 2}",0.8936355079284624,0.873956033406933,0.8792586972134998,0.8587620895232692,0.8345796988721613,0.8680429641239463,0.020108270746931313,137,0.8642447155004159,0.87669137136484,0.8636565949901854,0.8481489949152581,0.8834111224306747,0.8672305598402748,0.012141764053088519
113,0.29162015914916994,0.07692458602896222,0.0021938323974609376,0.0003991605132985345,0.0001,"(50,)",3,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 3}",0.9139543141200138,0.8716444478676606,0.8935691918984058,0.8911209593105713,0.8535719581011207,0.8847757850955481,0.020568541765815504,101,0.8800462929629841,0.8848923399308664,0.8736815231310139,0.8855931159008341,0.8974122611452768,0.8843251066141951,0.007807654328057763
114,0.28902416229248046,0.03808875416646573,0.002197074890136719,0.0003994691845038758,0.0001,"(50,)",4,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 4}",0.9084305104186575,0.879826512124825,0.8884438485429661,0.8776048807238843,0.8466777313569526,0.8802011743987078,0.01997847703736557,114,0.8693369666122314,0.8864543226464965,0.8784895209634846,0.8828139729052755,0.8955203862660941,0.8825230338787164,0.008655777750937592
115,0.4942776203155518,0.0702917378373249,0.001994943618774414,4.90933901833868e-07,0.0001,"(50,)",5,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 5}",0.9287054409005626,0.9034599142087605,0.9017016798795969,0.8911209593105713,0.8613730236928494,0.8972777155864323,0.021784310946219004,72,0.8883058331325876,0.905131335828682,0.8895917646529198,0.894696745023592,0.9006761960615284,0.8956803749398619,0.006429641674422783
116,0.3073782444000244,0.0729168310047353,0.0023935317993164064,0.0004884803354934041,0.0001,"(50,)",6,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 6}",0.9205390224907366,0.8752443518666901,0.8933532824195531,0.894001324099134,0.8375196458537013,0.8841366281413662,0.027421881331232946,106,0.8875815564929541,0.8831898084778472,0.8874212597173925,0.8817062357287595,0.8889769995463487,0.8857751719926604,0.0028094368214070043
117,0.567880916595459,0.1286959886137815,0.0019946575164794924,1.291867941297919e-06,0.0001,"(50,)",7,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 7}",0.9262123598410941,0.9188026131361747,0.906267231629586,0.8935691918984058,0.8799037983010933,0.9049555388188645,0.016749055992037035,36,0.8949653226151838,0.915966816841957,0.9154257307629682,0.9063218562427205,0.907616041154238,0.9080591535234135,0.007634927080886819
118,0.40731081962585447,0.0818783322613439,0.0021960258483886717,0.0003978442301053875,0.0001,"(50,)",8,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 8}",0.9311869720863845,0.8934183624203922,0.9038825312222413,0.8986430718115566,0.8466777313569526,0.8947674415624919,0.027346268259323393,82,0.8985987020525791,0.898093631727046,0.9081536997772157,0.9145712527243701,0.8988703721512246,0.903657531686487,0.006614990110838351
119,0.2892263889312744,0.06375114075709676,0.001795339584350586,0.0007465569167282156,0.0001,"(25,)",2,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (25,), 'pca__n_components': 2}",0.90819212396321,0.8991863963159453,0.8878935776063414,0.895357044058699,0.8370947086688161,0.8855494744915259,0.025091561761290317,97,0.8717678635299762,0.904974360710946,0.8758570630307548,0.8889758370595656,0.8937403374448685,0.8870630923552222,0.012071262124893239
120,0.24275074005126954,0.022001045674359863,0.0013964176177978516,0.000488616573967537,0.0001,"(25,)",3,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (25,), 'pca__n_components': 3}",0.90019484736956,0.8998039836646176,0.8857537800650762,0.8982110844749355,0.8727162114977213,0.891338071591119,0.010726265781934387,89,0.8696007608071626,0.9007418641126298,0.8790446499187293,0.8983561499022141,0.9063167816049043,0.8908120412691278,0.01403069383658964
121,0.2242002010345459,0.07504963285216369,0.0021944046020507812,0.00039887432558979505,0.0001,"(25,)",4,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (25,), 'pca__n_components': 4}",0.8967045673540177,0.8811178398752681,0.9014853119155039,0.8782511294878065,0.8385838786968115,0.8792314861857238,0.02216729771124312,119,0.8874977414576779,0.8812856246559331,0.8869658984976773,0.8827302520528303,0.8926910537709576,0.8862341140870151,0.004014696238615816
122,0.3368989944458008,0.08245757286960266,0.0017950057983398438,0.00039908898418695077,0.0001,"(25,)",5,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (25,), 'pca__n_components': 5}",0.8900498116875223,0.8881061357069054,0.8990754748697277,0.8906892868097365,0.8062354235775544,0.8748347156809512,0.034500156880838725,126,0.8611131919180682,0.8946813501260596,0.874798520706312,0.9036160722756701,0.8541267621407866,0.8776671794333794,0.018969670508257135
123,0.2365673542022705,0.04952019176034399,0.0015959739685058594,0.0004885193078675993,0.0001,"(25,)",6,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (25,), 'pca__n_components': 6}",0.9079965606190882,0.9034599142087606,0.893785205766358,0.9001892815775364,0.860729946044633,0.8932353550540764,0.016897157224610066,84,0.8798505322416109,0.8979314113192848,0.8842191559926413,0.9063167816049043,0.9064301287220375,0.8949496019760957,0.011072766879941815
124,0.2036585807800293,0.007165103815227744,0.0013985633850097656,0.0004912459162268817,0.0001,"(25,)",7,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (25,), 'pca__n_components': 7}",0.9264301333145232,0.8980328053661031,0.893785205766358,0.9043153853231746,0.8986430718115566,0.9042443670206093,0.011591486530767059,41,0.8821268620312728,0.9090190564538612,0.9018719919952058,0.9031270372335317,0.9071859290011433,0.9006661753430031,0.00962801935735952
125,0.3231359481811523,0.02409327562062794,0.0015955924987792968,0.0004884998197418876,0.0001,"(25,)",8,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (25,), 'pca__n_components': 8}",0.9237076480844444,0.8862928348909678,0.8992918324819719,0.8964366804133284,0.8805498466888769,0.8972591162789616,0.014860243844453514,74,0.8938558088048257,0.8942883527453048,0.9023091045939303,0.8975002879398952,0.9032352550740897,0.8982377618316091,0.003921580875050862
126,0.42466440200805666,0.1636929858154169,0.0019949913024902345,3.2340669551493016e-07,0.0001,"(25, 25)",2,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 2}",0.896057002551634,0.8787532934792314,0.8869357296479353,0.8859695117476467,0.8460380321638055,0.8787534769414245,0.017254652938841715,122,0.8601414762817347,0.8813506311111158,0.8707040033702251,0.8749334677843738,0.8928477066680333,0.8759954570430966,0.010891760333934871
127,0.5770564079284668,0.1668265660340492,0.002194499969482422,0.00039894610406496136,0.0001,"(25, 25)",3,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 3}",0.8824134384641751,0.894762595825302,0.9038825312222413,0.8988592213379508,0.860515800155146,0.888086344581722,0.015506250554179488,93,0.843696779378538,0.9020913895607638,0.8917188762627131,0.8993183756008483,0.9068069517406651,0.8887264745087057,0.0230405767801203
128,0.5172167301177979,0.15332544922100044,0.001795196533203125,0.000398946018574579,0.0001,"(25, 25)",4,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 4}",0.895364302468986,0.9053995537147979,0.9237003520386998,0.8929217763266151,0.866337859567434,0.8967452392776634,0.018666676088896078,80,0.8740676366593368,0.9079939603459506,0.9094915967684852,0.9084200252802178,0.9076701873071725,0.9015286812722326,0.013744275510528477
129,0.7051135063171386,0.10450421127093551,0.0019949913024902345,5.761645304486548e-07,0.0001,"(25, 25)",5,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 5}",0.9363337759452091,0.9181535033920983,0.9257715290772732,0.9012690477637162,0.8909050707703133,0.9144903658254749,0.016425287708435224,11,0.9075607665458527,0.9150580594481785,0.9194885267739439,0.9207510675003644,0.9162650198389723,0.9158246880214623,0.004620972599102088
130,0.5758590698242188,0.3213615720366548,0.0019945144653320313,4.672030911985737e-07,0.0001,"(25, 25)",6,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 6}",0.9332213355732882,0.9231722504519833,0.8861853485418134,0.8933532824195531,0.8744320218412706,0.9020795045646159,0.022397424645855472,58,0.8999655255352549,0.9240261917363706,0.8733274412677526,0.9085823477509526,0.90605128817506,0.9023905588930781,0.01655527341698876
131,0.44620661735534667,0.030698361274886683,0.002193737030029297,0.0003989696930112163,0.0001,"(25, 25)",7,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 7}",0.9311869720863845,0.9130877557528331,0.9060509554140145,0.8906892868097365,0.8962205448976795,0.9074513431255068,0.0141734228808661,23,0.8954109052413911,0.9099837910130986,0.9117966596683418,0.9101410786057711,0.9101952439659791,0.9075055356989162,0.0060830288048491915
132,0.41010308265686035,0.032935238120143394,0.0019947052001953124,3.8738433859996607e-07,0.0001,"(25, 25)",8,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 8}",0.9262123598410941,0.9107530341658227,0.909288962548887,0.8933532824195531,0.8718908350182787,0.902304187029686,0.01842248582281193,55,0.8845409122953212,0.9118043047995245,0.90874472824175,0.9050246011629636,0.9039407281238675,0.9028110549246854,0.009550508704024045
133,0.692548418045044,0.08833310967030782,0.005783510208129883,0.00039825470854027014,0.0001,"(100, 25, 100)",2,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (100, 25, 100), 'pca__n_components': 2}",0.9058330156309564,0.8787532934792314,0.8846766956420171,0.8643991471030276,0.8148426772288732,0.8697074565916687,0.03049342387377569,136,0.8806513080888013,0.8827051407800439,0.8689531470592853,0.8551377724579393,0.8646755229582977,0.8704245782688735,0.010240130829929722
134,0.983369779586792,0.2038115467328138,0.005983543395996094,4.1019083342755444e-07,0.0001,"(100, 25, 100)",3,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (100, 25, 100), 'pca__n_components': 3}",0.9341576219583051,0.8954085743163942,0.9112158450675023,0.9019181517307622,0.8846766956420171,0.9054791531009946,0.01674852188811297,31,0.9050240505270827,0.896677948537416,0.9054025834551469,0.9045924430167693,0.9154528814055501,0.9054299813883931,0.005965293032422826
135,0.7174812316894531,0.009022068119702267,0.0061832904815673825,0.0009772527456049737,0.0001,"(100, 25, 100)",4,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (100, 25, 100), 'pca__n_components': 4}",0.9255596532850998,0.9075428857131659,0.9167656445266117,0.8906892868097365,0.8699807907640197,0.9021118300003481,0.019783282131145184,57,0.8953569263364272,0.9085316921146815,0.9042666125515096,0.9068610719622835,0.9039407281238675,0.9037914062177539,0.004544925238714978
136,0.8329721927642822,0.12068909867495055,0.005984115600585938,8.714517060516866e-07,0.0001,"(100, 25, 100)",5,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (100, 25, 100), 'pca__n_components': 5}",0.933875035023816,0.9130877557528331,0.9282644493273051,0.8984270262155317,0.8767446936914975,0.9100838308312031,0.020750416193189437,20,0.9115332256531029,0.9107900116055118,0.9226166829601938,0.9153039375120338,0.9149379187069704,0.9150363552875624,0.004191563181764847
137,0.9757904052734375,0.31168612803908186,0.00638432502746582,0.0004909012814343664,0.0001,"(100, 25, 100)",6,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (100, 25, 100), 'pca__n_components': 6}",0.9512697323266985,0.9177212728549192,0.9257715290772732,0.9010528873495387,0.8748620291274245,0.9141417045682328,0.02546014928168945,12,0.9232977004305177,0.9172248297170073,0.9258536624575301,0.921468507925478,0.9057277395086486,0.9187144880078364,0.00707718859499927
